country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
JPN,manifesto,71321,DSP,Minshu-Shakai-tō,Democratic Socialist Party,1960,1993,8.8,1960,NA,NA,2013-01-01T18:16:53Z,2023-06-05T10:39:54Z,1576,867,2013-01-01T18:35:43Z,JPN,dpi,1044,DS,NA,Dem. Soc.,1977,1986,7.3,1983,NA,NA,2018-08-18T19:55:17Z,2021-03-12T10:14:55Z,25251,2018-08-18T19:55:17Z
JPN,manifesto,71624,DPJ,Minshu-tō,Democratic Party of Japan,1996,2014,42.4,2009,NA,NA,2013-01-01T18:16:56Z,2023-06-05T10:39:47Z,1588,1804,2013-01-01T18:35:42Z,JPN,dpi,1045,DPJ,NA,Democratic Party of Japan,2001,2015,64.2,2009,NA,NA,2018-07-13T20:35:07Z,2021-03-12T10:14:55Z,24781,2018-07-13T20:35:07Z
JPN,manifesto,71624,DPJ,Minshu-tō,Democratic Party of Japan,1996,2014,42.4,2009,NA,NA,2013-01-01T18:16:56Z,2023-06-05T10:39:47Z,1588,1804,2013-01-01T18:35:42Z,JPN,dpi,1060,SDPJ,NA,Social Democrat Party Japan,1992,2012,15.4,1993,NA,NA,2018-07-13T20:35:17Z,2021-03-12T10:14:55Z,24859,2018-07-13T20:35:17Z
JPN,manifesto,71220,JCP,Nihon Kyōsan-tō,Japanese Communist Party,1960,2017,13.1,1996,NA,NA,2013-01-01T18:16:43Z,2023-06-05T10:39:58Z,1530,736,2013-01-01T18:35:43Z,JPN,dpi,1048,JCP,NA,Japanese Communist Party,1987,2015,12.6,1996,NA,NA,2018-08-18T19:56:10Z,2021-03-12T10:14:55Z,25482,2018-08-18T19:56:10Z
JPN,manifesto,71320,SDP,Shakai Minshu-tō,Social Democratic Party,1960,2017,29,1963,NA,NA,2013-01-01T18:17:01Z,2023-06-05T10:39:50Z,1612,3,2013-01-01T18:35:44Z,JPN,dpi,1061,Socialist,NA,NA,1975,1991,24.4,1990,NA,NA,2018-08-18T19:56:08Z,2021-03-12T10:14:55Z,25478,2018-08-18T19:56:09Z
JPN,manifesto,71530,NKP,Shin Kōmei-tō,New Clean Government Party,1967,2017,14.8,2003,NA,NA,2013-01-01T18:17:16Z,2023-06-05T10:39:56Z,1681,1515,2013-01-01T18:35:42Z,JPN,dpi,1050,Komeito,NA,NA,1977,1994,10.9,1976,NA,NA,2018-08-18T19:55:22Z,2021-03-12T10:14:55Z,25269,2018-08-18T19:55:22Z
JPN,manifesto,71530,NKP,Shin Kōmei-tō,New Clean Government Party,1967,2017,14.8,2003,NA,NA,2013-01-01T18:17:16Z,2023-06-05T10:39:56Z,1681,1515,2013-01-01T18:35:42Z,JPN,dpi,1054,NK,NA,New Komeito,2001,2015,13.1,2000,NA,NA,2018-09-06T11:47:28Z,2021-03-12T10:14:55Z,25643,2018-09-06T15:08:01Z
JPN,manifesto,71622,JRP,Shinsei-tō,Japan Renewal Party,1993,1993,10.1,1993,NA,NA,2013-01-01T18:18:07Z,2023-06-05T10:39:48Z,1923,1109,2013-01-01T18:35:46Z,JPN,dpi,1049,JRP,NA,Japan Renewal Party,1994,2015,10.1,1993,NA,NA,2018-08-18T19:55:36Z,2021-03-12T10:14:55Z,25325,2018-08-18T19:55:36Z
JPN,manifesto,71623,NFP,Sinshin-tō,New Frontier Party,1996,1996,28,1996,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:59Z,1927,282,2013-01-01T18:35:46Z,JPN,dpi,1055,NFP,NA,New Frontier Party,1995,2000,28,1996,NA,NA,2018-08-18T19:55:32Z,2021-03-12T10:14:55Z,25306,2018-08-18T19:55:32Z
KOR,manifesto,113651,LFP,Jayou Seonjin Dang,Liberty Forward Party,2008,2012,6.8,2008,NA,NA,2014-02-08T21:29:15Z,2023-06-05T10:39:48Z,3692,2306,2014-06-14T07:15:18Z,KOR,dpi,1749,LFP,NA,Liberty Forward Party,2009,2012,6,2008,NA,NA,2018-08-18T19:55:34Z,2021-03-12T10:14:55Z,25316,2018-08-18T19:55:34Z
KOR,manifesto,113650,ULD,Jayu Minju Yonmaeng,United Liberal Party,1996,2004,16.2,1996,NA,NA,2014-02-08T21:29:20Z,2023-06-05T10:39:52Z,3768,2545,2014-06-28T21:23:51Z,KOR,dpi,1763,ULD,NA,United Liberal Democrats,1997,2004,16.2,1996,NA,NA,2018-08-18T19:55:28Z,2021-03-12T10:14:56Z,25292,2018-08-18T19:55:28Z
KOR,manifesto,113621,NUP,Minjok T'ongil-tang,National Unification Party,1992,1992,17.4,1992,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:51Z,3564,2549,2014-06-28T21:34:21Z,KOR,dpi,1764,UPP,NA,United Prgressive Party,1993,2015,17.4,1992,NA,NA,2018-08-18T19:55:30Z,2021-03-12T10:14:56Z,25299,2018-08-18T19:55:30Z
KOR,manifesto,113440,DP,Minju Dang,Democratic Party,2008,2012,36.5,2012,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:40:03Z,3726,2305,2014-06-14T07:13:47Z,KOR,dpi,1762,UDP,NA,United Democratic Party,2009,2015,42.3,2012,NA,NA,2018-08-18T19:55:25Z,2021-03-12T10:14:56Z,25283,2018-08-18T19:55:26Z
KOR,manifesto,113420,DP,Minju Dang - Deobureo-shimin-dang,Democratic Party - including Platform Party,1992,1996,29.2,1992,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:40:03Z,3657,2547,2014-06-28T21:29:39Z,KOR,dpi,1742,DP,NA,NA,1993,1996,29.2,1992,NA,NA,2018-08-18T19:56:08Z,2021-03-12T10:14:55Z,25477,2018-08-18T19:56:08Z
KOR,manifesto,113620,DLP,Minju Dayu Dang,Democratic Liberal Party,1992,1992,38.5,1992,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:41Z,3658,894,2014-02-10T09:26:58Z,KOR,dpi,1756,NKP,NA,New Korea Party,1996,1997,34.5,1996,NA,NA,2018-07-13T20:35:09Z,2021-03-12T10:14:55Z,24792,2018-08-16T14:13:49Z
KOR,manifesto,113320,DLP,Minju Nodong Dang,Democratic Labour Party,2000,2008,13,2004,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:50Z,3656,2546,2014-06-28T21:24:42Z,KOR,dpi,1741,DLP,NA,Democratic Labor Party,1991,2008,38.5,1992,NA,NA,2018-07-13T20:35:08Z,2021-03-12T10:14:55Z,24787,2018-08-16T14:19:04Z
KOR,manifesto,113430,MDP,Saecheonnyeonminju Dang,Millenium Democratic Party,2000,2004,35.9,2000,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:50Z,3636,2548,2014-06-28T21:31:08Z,KOR,dpi,1750,MDP,NA,Millennium Democratic Party,2000,2008,36,2000,NA,NA,2018-07-13T20:35:13Z,2021-03-12T10:14:55Z,24824,2018-07-13T20:35:13Z
KOR,manifesto,113421,NCNP,Sae Jungchi Kukmin Hoiee,National Congress for New Politics,1996,1996,25.3,1996,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:41Z,3632,2019,2014-02-10T09:33:15Z,KOR,dpi,1751,NCNP,NA,National Congress for New Politics,1997,1999,25.3,1996,NA,NA,2018-07-13T20:35:02Z,2021-03-12T10:14:55Z,24740,2018-07-13T20:35:02Z
KOR,manifesto,113630,NFP,Saenuri Dang,New Frontier Party,2000,2016,42.8,2012,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:40:00Z,3715,2307,2014-06-28T21:01:44Z,KOR,dpi,1746,GNP,NA,Grand National Party,1998,2012,51.2,2008,NA,NA,2018-07-13T20:35:01Z,2021-03-12T10:14:55Z,24737,2018-07-13T20:35:01Z
KOR,manifesto,113630,NFP,Saenuri Dang,New Frontier Party,2000,2016,42.8,2012,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:40:00Z,3715,2307,2014-06-28T21:01:44Z,KOR,dpi,1754,NFP,NA,New Frontier Party,2013,2015,50.7,2012,NA,NA,2018-07-13T20:35:11Z,2021-03-12T10:14:55Z,24813,2018-07-17T15:02:52Z
KOR,manifesto,113622,NKP,Shin Hankuk Dang,New Korea Party,1996,1996,34.5,1996,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:40:03Z,3655,894,2018-08-16T14:13:18Z,KOR,dpi,1756,NKP,NA,New Korea Party,1996,1997,34.5,1996,NA,NA,2018-07-13T20:35:09Z,2021-03-12T10:14:55Z,24792,2018-08-16T14:13:49Z
KOR,manifesto,113422,Uri,Uri Dang,Uri Party,2004,2004,38.3,2004,NA,NA,2014-02-08T21:29:18Z,2023-06-05T10:40:02Z,3735,2452,2014-06-14T21:41:28Z,KOR,dpi,1765,UP,NA,Uri Party,2005,2008,38.3,2004,NA,NA,2018-07-11T14:42:31Z,2021-03-12T10:14:56Z,24678,2018-07-11T14:42:31Z
LVA,manifesto,87723,TB-LNNK,Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība,For Fatherland and Freedom - Latvian National Independence Movement,1998,2006,14.7,1998,NA,NA,2013-01-01T18:18:09Z,2023-06-05T10:39:53Z,1931,1704,2013-01-01T18:35:56Z,LVA,dpi,1160,TB/LNNK,NA,For Fatherland and Freedom,1998,2011,14.6,1998,NA,NA,2018-07-13T20:35:06Z,2021-03-12T10:14:56Z,24773,2018-07-13T20:35:06Z
LVA,manifesto,87411,DPS,Demokrātiskā partija ‘Saimnieks',Democratic Party ‘Saimnieks’,1995,1995,15.2,1995,NA,NA,2013-01-01T18:18:14Z,2023-06-05T10:39:39Z,1956,19,2013-01-01T18:35:57Z,LVA,dpi,1141,DPS,NA,"Democratic Party ""Saimnieks""",1996,1997,15.3,1995,NA,NA,2018-08-18T19:55:23Z,2021-03-12T10:14:56Z,25273,2018-08-18T19:55:23Z
LVA,manifesto,87423,JL,Jaunais laiks,New Era,2002,2006,24,2002,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:43Z,1526,1531,2013-01-01T18:35:58Z,LVA,dpi,1144,JL,NA,New Era Party,2003,2010,24,2002,NA,NA,2018-07-13T20:35:19Z,2021-03-12T10:14:56Z,24873,2018-07-13T20:35:19Z
LVA,manifesto,87710,LNNK,Latvijas Nacionālās neatkaribas kustība,Latvian National Independence Movement,1993,1993,13.4,1993,NA,NA,2013-01-01T18:17:41Z,2023-06-05T10:39:56Z,1798,1789,2013-01-01T18:35:59Z,LVA,dpi,1146,LNNK,NA,For Fatherland and Freedom,1994,2006,13.4,1993,NA,NA,2018-08-18T19:55:19Z,2021-03-12T10:14:56Z,25258,2018-08-18T19:55:19Z
LVA,manifesto,87521,LPP,Latvijas Pirmā partija,Latvia’s First Party,2002,2002,9.6,2002,NA,including: Latvijas Kristigo demokratu savieniba (Christian Democratic Union),2013-01-01T18:16:57Z,2023-06-05T10:39:55Z,1595,1778,2013-01-01T18:35:59Z,LVA,dpi,1147,LPP,NA,Latvia's First Party (LPP),2005,2006,9.5,2005,NA,NA,2018-09-06T11:48:04Z,2021-03-12T10:14:56Z,25746,2018-09-06T11:48:04Z
LVA,manifesto,87041,LPP/LC,‘Latvijas Pirmā partijas' un partijas ‘Latvijas Ceļš' vēlēšanu apvienība',‘Latvia's First Party' and ‘Latvian Way' Union,2006,2006,8.6,2006,NA,NA,2017-03-13T21:05:10Z,2023-06-05T10:39:56Z,18737,461,2017-06-18T06:31:46Z,LVA,dpi,1148,LPP-LC,NA,Latvia's First Party/Latvian Way,2007,2011,8.6,2006,NA,NA,2018-07-13T20:35:12Z,2021-03-12T10:14:56Z,24819,2018-07-13T20:35:12Z
LVA,manifesto,87901,NA,Latvijas Reģionu apvienība,Latvian Association of Regions,2014,2014,6.7,2014,NA,NA,2017-03-13T21:05:10Z,2023-06-05T10:39:57Z,18739,3194,2017-06-18T06:31:46Z,LVA,dpi,1149,LRA,NA,Latvian Association of Regions,2015,2015,6.7,2014,NA,NA,2018-08-18T19:56:01Z,2021-03-12T10:14:56Z,25438,2018-08-18T19:56:01Z
LVA,manifesto,87310,LSP,Latvijas Sociālistiska partija,Latvian Socialist Party,1995,1995,5.6,1995,NA,NA,2013-01-01T18:18:30Z,2023-06-05T10:39:49Z,2037,588,2013-01-01T18:36:00Z,LVA,dpi,1150,LSP,NA,Socialist Party of Latvia,1996,2002,12.8,1998,NA,NA,2018-08-18T19:56:01Z,2021-03-12T10:14:56Z,25439,2018-08-18T19:56:01Z
LVA,manifesto,87810,LZS,Latvijas Zemnieku savienība,Latvian Farmers’ Union,1993,1993,10.7,1993,NA,NA,2013-01-01T18:18:33Z,2023-06-05T10:40:02Z,2047,1702,2013-01-01T18:36:01Z,LVA,dpi,1153,LZS,NA,Latvian Farmer's Union,1994,1995,10.6,1993,NA,NA,2018-08-18T19:56:10Z,2021-03-12T10:14:56Z,25483,2018-08-18T19:56:10Z
LVA,manifesto,87951,L,Līdztiesība,Equal Rights,1993,1993,5.8,1993,NA,NA,2013-01-01T18:17:50Z,2023-06-05T10:39:57Z,1843,860,2013-01-01T18:36:02Z,LVA,dpi,1142,Equality,NA,Equal Rights,1994,1995,5.8,1993,NA,NA,2018-08-18T19:55:23Z,2021-03-12T10:14:56Z,25272,2018-08-18T19:55:23Z
LVA,manifesto,87630,NA,No sirds Latvijai,For Latvia from the Heart,2014,2014,6.9,2014,NA,NA,2017-03-13T21:05:04Z,2023-06-05T10:40:01Z,18708,3193,2017-06-18T06:31:46Z,LVA,dpi,1156,NSL,NA,For Latvia from the Heart,2015,2015,6.8,2014,NA,NA,2018-08-18T19:55:52Z,2021-03-12T10:14:56Z,25392,2018-08-18T19:55:52Z
LVA,manifesto,87422,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,2002,2006,19.1,2002,NA,NA,2013-01-01T18:16:24Z,2023-06-05T10:39:42Z,1443,176,2013-01-01T18:36:02Z,LVA,dpi,1151,LSP-NHP,NA,Socialist Party of Latvia,2003,2006,19,2002,NA,NA,2018-08-18T19:55:32Z,2021-03-12T10:14:56Z,25305,2018-08-18T19:55:32Z
LVA,manifesto,87220,SLAT,Saskaņa Latvijai - Atdzimšana Tautsaimniecībai,Harmony for Latvia - Rebirth of the Economy,1993,1993,12,1993,NA,NA,2013-01-01T18:17:58Z,2023-06-05T10:39:53Z,1881,1719,2015-07-29T20:31:05Z,LVA,dpi,1155,NHP,NA,NA,1996,1997,5.6,1995,NA,NA,2018-09-06T11:47:08Z,2021-03-12T10:14:56Z,25569,2018-09-17T11:32:04Z
LVA,manifesto,87220,SLAT,Saskaņa Latvijai - Atdzimšana Tautsaimniecībai,Harmony for Latvia - Rebirth of the Economy,1993,1993,12,1993,NA,NA,2013-01-01T18:17:58Z,2023-06-05T10:39:53Z,1881,1719,2015-07-29T20:31:05Z,LVA,dpi,1162,TSP,NA,NA,1994,2002,14.1,1998,NA,NA,2018-08-18T19:55:24Z,2021-03-12T10:14:56Z,25277,2018-08-18T19:55:24Z
LVA,manifesto,87021,SC,Saskaņas Centrs,Concord Centre,2006,2011,28.6,2011,NA,NA,2015-11-17T11:43:47Z,2023-06-05T10:39:56Z,15515,1056,2015-11-17T12:24:53Z,LVA,dpi,1159,SC,NA,Harmony Centre,2007,2015,29,2010,NA,NA,2018-08-18T19:55:16Z,2021-03-12T10:14:56Z,25248,2018-08-18T19:55:16Z
LVA,manifesto,87410,LC,Savienība ‘Latvijas ceļš',Latvian Way Union,1993,2002,32.4,1993,NA,NA,2013-01-01T18:16:21Z,2023-06-05T10:39:45Z,1429,1043,2013-01-01T18:36:01Z,LVA,dpi,1145,LC,NA,Latvijas Cels,1994,2002,32.4,1993,NA,NA,2018-07-13T20:35:14Z,2021-03-12T10:14:56Z,24827,2018-07-13T20:35:14Z
LVA,manifesto,87722,TKL-ZP,Tautas Kustība ‘Latvijai'-Zīgerista partija,Popular Movement for Latvia-Zigerista Party,1995,1995,15,1995,NA,NA,2013-01-01T18:17:27Z,2023-06-05T10:39:48Z,1732,1654,2013-01-01T18:36:03Z,LVA,dpi,1158,PML,NA,NA,1996,1997,15.1,1995,NA,NA,2018-08-18T19:56:02Z,2021-03-12T10:14:56Z,25445,2018-08-18T19:56:02Z
LVA,manifesto,87610,TP,Tautas partija,People’s Party,1998,2006,21.3,1998,NA,NA,2013-01-01T18:16:14Z,2023-06-05T10:39:42Z,1395,1755,2013-01-01T18:36:03Z,LVA,dpi,1161,TP,NA,People's Party,1998,2010,21.2,1998,NA,NA,2018-07-13T20:35:02Z,2021-03-12T10:14:56Z,24741,2018-07-13T20:35:02Z
LVA,manifesto,87421,TSP,Tautas Saskaņas partija,National Harmony Party,1995,1998,14.2,1998,NA,NA,2013-01-01T18:18:03Z,2023-06-05T10:39:51Z,1906,1719,2013-01-01T18:36:03Z,LVA,dpi,1155,NHP,NA,NA,1996,1997,5.6,1995,NA,NA,2018-09-06T11:47:08Z,2021-03-12T10:14:56Z,25569,2018-09-17T11:32:04Z
LVA,manifesto,87421,TSP,Tautas Saskaņas partija,National Harmony Party,1995,1998,14.2,1998,NA,NA,2013-01-01T18:18:03Z,2023-06-05T10:39:51Z,1906,1719,2013-01-01T18:36:03Z,LVA,dpi,1162,TSP,NA,NA,1994,2002,14.1,1998,NA,NA,2018-08-18T19:55:24Z,2021-03-12T10:14:56Z,25277,2018-08-18T19:55:24Z
LVA,manifesto,87721,TB,Tēvzemei un brīvībai,For Fatherland and Freedom,1993,1995,12,1995,NA,NA,2013-01-01T18:17:23Z,2023-06-05T10:39:55Z,1713,671,2013-01-01T18:36:04Z,LVA,dpi,1154,"NA-VL-TB/LNNK",NA,For Fatherland and Freedom,2012,2015,16.6,2014,NA,NA,2018-09-06T11:47:16Z,2021-03-12T10:14:56Z,25602,2018-09-06T11:47:16Z
LVA,manifesto,87721,TB,Tēvzemei un brīvībai,For Fatherland and Freedom,1993,1995,12,1995,NA,NA,2013-01-01T18:17:23Z,2023-06-05T10:39:55Z,1713,671,2013-01-01T18:36:04Z,LVA,dpi,1163,UFF,NA,NA,1996,1997,11.6,1995,NA,NA,2018-08-18T19:55:39Z,2021-03-12T10:14:56Z,25338,2018-08-18T19:55:39Z
LVA,manifesto,87062,NA,Vienotība,Unity,2010,2018,31.9,2010,NA,NA,2015-11-17T11:43:34Z,2023-06-05T10:39:51Z,15474,852,2015-11-17T12:24:39Z,LVA,dpi,1164,Unity,NA,Unity,2012,2014,18.3,2011,NA,NA,2018-07-13T20:35:13Z,2021-03-12T10:14:56Z,24825,2018-07-13T20:35:13Z
LVA,manifesto,87062,NA,Vienotība,Unity,2010,2018,31.9,2010,NA,NA,2015-11-17T11:43:34Z,2023-06-05T10:39:51Z,15474,852,2015-11-17T12:24:39Z,LVA,dpi,1165,UNITY,NA,NA,2011,2015,33,2010,NA,NA,2018-08-18T19:55:58Z,2021-03-12T10:14:56Z,25422,2018-08-18T19:55:58Z
LVA,manifesto,87110,ZZS,Zaļo un Zemnieku savienība,Greens' and Farmers’ Union,2002,2018,20.1,2010,NA,NA,2013-01-01T18:16:37Z,2023-06-05T10:39:58Z,1503,701,2013-01-01T18:36:04Z,LVA,dpi,1167,ZZS,NA,Union of Greens and Farmers,2003,2015,22,2010,NA,NA,2018-07-11T14:42:29Z,2021-03-12T10:14:56Z,24665,2018-07-11T14:42:29Z
LVA,manifesto,87620,ZRP,Zatlera Reformu Partija,Zatlers' Reform Party,2011,2011,21,2011,NA,NA,2017-03-13T21:05:11Z,2023-06-05T10:39:58Z,18746,1476,2017-08-06T13:29:58Z,LVA,dpi,1166,ZRP,NA,Zatlers' Reform Party,2012,2014,20.8,2011,NA,NA,2018-08-18T19:56:04Z,2021-03-12T10:14:56Z,25454,2018-08-18T19:56:04Z
LTU,manifesto,88440,DP,Darbo Partija,Labour Party,2004,2020,28.4,2004,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:40:02Z,3714,102,2014-03-07T18:19:48Z,LTU,dpi,1219,DP,NA,Labor Party,2005,2015,28.4,2004,NA,NA,2018-08-18T19:56:09Z,2021-03-12T10:14:56Z,25481,2018-08-18T19:56:09Z
LTU,manifesto,88952,DK,Drąsos kelias,The Way of Courage,2012,2012,8.3,2012,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:53Z,3660,74,2014-03-07T18:20:51Z,LTU,dpi,1218,DK,NA,The Way of Courage,2013,2015,5,2012,NA,NA,2018-08-18T19:55:16Z,2021-03-12T10:14:56Z,25249,2018-08-18T19:55:17Z
LTU,manifesto,88031,UdL,Koalicija ‘Už darbą Lietuvai',Working for Lithuania,2004,2004,20.6,2004,NA,NA,2014-02-08T21:29:20Z,2023-06-05T10:39:39Z,3771,2091,2014-03-07T18:25:16Z,LTU,dpi,1238,WLC,NA,Working for Lithuania Coalition,2005,2008,20.6,2004,NA,NA,2018-07-11T14:42:38Z,2021-03-12T10:14:56Z,24697,2018-07-11T14:50:59Z
LTU,manifesto,88430,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,2004,2008,9.2,2004,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:50Z,3638,1193,2014-03-07T18:19:53Z,LTU,dpi,1220,LCS,NA,Liberal and Centre Union,1998,2008,9.2,2004,NA,NA,2018-08-18T19:55:54Z,2021-03-12T10:14:56Z,25401,2018-08-18T19:55:54Z
LTU,manifesto,88420,LCS,Lietuvos centro sąjunga,Lithuanian Centre Union,1992,2000,8.7,1996,NA,NA,2013-01-01T18:16:20Z,2023-06-05T10:40:02Z,1423,1185,2013-01-01T18:35:47Z,LTU,dpi,1216,CU,NA,Centre Union of Lithuania,1997,1997,9.9,1996,NA,NA,2018-08-18T19:56:07Z,2021-03-12T10:14:56Z,25471,2018-08-18T19:56:07Z
LTU,manifesto,88220,LDDP,Lietuvos demokratinė darbo partija,Lithuanian Democratic Labour Party,1992,1996,44,1992,NA,NA,2013-01-01T18:17:38Z,2023-06-05T10:39:53Z,1783,546,2013-01-01T18:35:48Z,LTU,dpi,1222,LDDP,NA,Democratic Labour Party of Lithuania,1993,2000,51.8,1992,NA,NA,2018-07-13T20:35:04Z,2021-03-12T10:14:56Z,24762,2018-07-13T20:35:04Z
LTU,manifesto,88522,LDP,Lietuvos demokratų partija,Lithuanian Democratic Party,1992,1996,0,1992,NA,NA,2013-01-01T18:16:15Z,2023-06-05T10:39:53Z,1401,341,2013-01-01T18:35:48Z,LTU,dpi,1215,CDPL,NA,NA,1997,1997,12.2,1996,NA,NA,2018-09-06T11:48:14Z,2021-03-12T10:14:56Z,25775,2018-09-13T15:01:08Z
LTU,manifesto,88521,LKDP,Lietuvos krikščionių demokratų partija,Lithuanian Christian Democratic Party,1992,2000,10.4,1996,NA,NA,2013-01-01T18:16:31Z,2023-06-05T10:39:49Z,1472,6804,2019-03-14T17:35:45Z,LTU,dpi,1226,LKDP/List,NA,Lithuanian Christian Democrats,1993,2000,12.8,1992,NA,NA,2018-08-18T19:56:05Z,2021-03-12T10:14:56Z,25462,2019-03-14T17:39:30Z
LTU,manifesto,88422,LLS,Lietuvos liberalų sąjunga,Lithuanian Liberal Union,2000,2000,17.3,2000,NA,NA,2013-01-01T18:17:02Z,2023-06-05T10:39:58Z,1615,1357,2013-01-01T18:35:50Z,LTU,dpi,1229,LLU,NA,NA,2001,2003,17.2,2000,NA,NA,2018-08-18T19:55:37Z,2021-03-12T10:14:56Z,25327,2018-08-18T19:55:37Z
LTU,manifesto,88450,LRLS,Lietuvos respublikos Liberalų sąjūdis,Liberal Movement,2008,2020,9.4,2016,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:39:55Z,3612,1744,2014-03-07T18:20:04Z,LTU,dpi,1230,LRLS,NA,Liberal Movement,2009,2015,7.8,2008,NA,NA,2018-08-18T19:55:57Z,2021-03-12T10:14:56Z,25419,2018-08-18T19:55:57Z
LTU,manifesto,88320,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,1992,2020,19.2,2012,NA,NA,2013-01-01T18:17:55Z,2023-06-05T10:40:04Z,1867,64,2020-04-23T11:44:27Z,LTU,dpi,1231,LSDP,NA,Social Democratic Party of Lithuania,1993,2015,27,2012,NA,NA,2018-08-18T19:55:45Z,2021-03-12T10:14:56Z,25360,2020-04-23T11:40:59Z
LTU,manifesto,88410,NS,Naujoji sąjunga (socialliberalai),New Union Social Liberals,2000,2000,19.6,2000,NA,NA,2013-01-01T18:17:37Z,2023-06-05T10:39:50Z,1779,1800,2013-01-01T18:35:51Z,LTU,dpi,1232,NU-SL,NA,New Union (Social Liberals),2001,2003,19.6,2000,NA,NA,2018-08-18T19:56:00Z,2021-03-12T10:14:56Z,25437,2018-08-18T19:56:00Z
LTU,manifesto,88460,PTT,Partija tvarką ir teisingumąs,Order and Justice,2008,2016,12.7,2008,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:40:00Z,3609,237,2014-03-07T18:20:47Z,LTU,dpi,1228,LLDP,NA,NA,2004,2004,0,2004,NA,NA,2018-07-13T20:35:22Z,2021-03-12T10:14:56Z,24889,2018-07-25T10:17:16Z
LTU,manifesto,88460,PTT,Partija tvarką ir teisingumąs,Order and Justice,2008,2016,12.7,2008,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:40:00Z,3609,237,2014-03-07T18:20:47Z,LTU,dpi,1235,UTT,NA,For Order and Justice,2005,2015,11.4,2004,NA,NA,2018-09-06T11:47:19Z,2021-03-12T10:14:56Z,25617,2018-09-13T14:23:16Z
LTU,manifesto,88460,PTT,Partija tvarką ir teisingumąs,Order and Justice,2008,2016,12.7,2008,NA,NA,2014-02-08T21:29:10Z,2023-06-05T10:40:00Z,3609,237,2014-03-07T18:20:47Z,LTU,dpi,1237,VNDS,NA,NA,2005,2008,6.6,2004,NA,NA,2018-08-18T19:56:04Z,2021-03-12T10:14:56Z,25452,2018-08-18T19:56:04Z
LTU,manifesto,88041,UTT,Rolando Pakso Koalicijos ‘Už Tvarką ir teisingumą',Coalition of Rolandas Paksas ‘For Order and Justice',2004,2004,11.4,2004,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:54Z,3569,237,2014-03-07T18:23:01Z,LTU,dpi,1228,LLDP,NA,NA,2004,2004,0,2004,NA,NA,2018-07-13T20:35:22Z,2021-03-12T10:14:56Z,24889,2018-07-25T10:17:16Z
LTU,manifesto,88041,UTT,Rolando Pakso Koalicijos ‘Už Tvarką ir teisingumą',Coalition of Rolandas Paksas ‘For Order and Justice',2004,2004,11.4,2004,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:54Z,3569,237,2014-03-07T18:23:01Z,LTU,dpi,1235,UTT,NA,For Order and Justice,2005,2015,11.4,2004,NA,NA,2018-09-06T11:47:19Z,2021-03-12T10:14:56Z,25617,2018-09-13T14:23:16Z
LTU,manifesto,88041,UTT,Rolando Pakso Koalicijos ‘Už Tvarką ir teisingumą',Coalition of Rolandas Paksas ‘For Order and Justice',2004,2004,11.4,2004,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:54Z,3569,237,2014-03-07T18:23:01Z,LTU,dpi,1237,VNDS,NA,NA,2005,2008,6.6,2004,NA,NA,2018-08-18T19:56:04Z,2021-03-12T10:14:56Z,25452,2018-08-18T19:56:04Z
